frame,id,x,y,cid,theta
0,70,630.5010414660544,266.4045611582135,0,232.59599854344904
0,71,937.3717659650409,627.7244539097233,1,188.53393299913012
0,72,769.8242201390098,529.0429711051086,2,132.95595306383748
0,73,240.49734398712897,470.32814205158763,3,264.4677550208107
0,74,520.6993535252891,713.24199432192,4,348.4909305238365
0,75,388.609542713859,342.19773859625565,5,261.446701590996
0,76,-1252.772711658483,-0.523848831341302,6,178.08950542172823
0,77,570.501386123936,295.41557164180875,0,72.95579524780106
0,78,886.146232545275,721.3353786714652,1,110.14734738340812
0,79,720.4925240475972,430.6139900261313,2,237.30413863880187
0,80,191.50657572045338,479.38157000205337,3,234.79280503256086
0,81,465.144915014255,700.2012483219586,4,296.4055338319343
0,82,319.1060953949908,379.26132467739296,5,82.93823481935247
0,83,1082.9114637818063,611.0715549064191,6,100.06328497416523
0,84,484.68041816372994,279.3422683377299,0,147.0692640878266
0,85,931.798138670278,687.0874176265572,1,145.93354256223915
0,86,687.73596684218,513.3172760365045,2,196.19822006125048
0,87,240.16098770393103,415.63000056115874,3,315.7533273958756
0,88,472.9318499750619,668.0993632220899,4,197.90324572030485
0,89,389.6112160073286,373.9033606866161,5,185.97320750952525
0,90,1116.4002468541123,515.3608157342761,6,281.4747288449995
0,91,594.0981413806543,260.708601762384,0,227.73205555947868
0,92,942.6208836950202,689.9082339934045,1,220.64410632860282
0,93,771.039567421247,453.00913164670027,2,179.31045663407232
0,94,237.60197531426127,454.04494156937756,3,302.47701632463645
0,95,486.23100702558025,683.7180427724005,4,21.669111445572007
0,96,386.30536973002006,398.20559583470464,5,240.26288688195268
0,97,1116.0101314536403,558.9320761135874,6,140.6116297430632
0,98,504.540356277098,286.6127807048782,0,109.18032257393806
0,99,979.8707116857049,702.3826755326531,1,314.8070734013331
0,100,717.08715362623,440.3509533246849,2,172.8861289785051
0,101,207.1557666342415,557.892461468249,3,200.11896087024746
0,102,499.3010168720352,748.101931298317,4,336.3403611634735
0,103,384.2872596815311,412.2505295547422,5,235.71622978278657
0,104,1116.1465756401524,599.3163915023933,6,71.89754148121906
0,105,436.1255493658081,252.0229523530743,0,216.37803475737132
0,106,914.5149888299829,643.8641614290069,1,205.11574740292883
0,107,792.0240032412111,491.35484092461456,2,6.990712436099926
0,108,271.2620890266308,459.4580789256427,3,311.55004947460975
0,109,548.7621604121387,651.8241210423861,4,334.6225932303028
0,110,330.5923223395667,415.68920244107545,5,146.1973342971448
0,111,1114.8375399477275,560.2785868828595,6,251.4231324204183
0,112,508.8668743170333,283.74246948826516,0,141.29207233783862
0,113,944.0675630535146,635.721989364431,1,207.4266053113708
0,114,714.4044810851399,528.5819003846428,2,89.3803093886731
0,115,285.95360912823526,488.8803726192934,3,270.33094086594645
0,116,506.87246931377007,748.597131610371,4,33.437892836842444
0,117,424.8758963473535,346.32704871461465,5,243.68047008781596
0,118,1043.8036683056544,605.5736091074681,6,232.84725028147994
0,119,579.319115153535,320.20637501437693,0,169.29693553533136
0,120,899.0828527882062,682.9045698724875,1,238.82586133967936
0,121,741.4494349497857,490.11824228063585,2,316.6957141046301
0,122,236.43385771161564,480.1974497856896,3,162.9917824973883
0,123,502.2219230678626,675.2355670586379,4,64.0288177878068
0,124,460.88288604958865,339.1905446896492,5,222.37751068499614
0,125,1073.6580085019718,464.1982590407797,6,256.9962108466766
0,126,516.6590332857137,275.794329045952,0,162.14740591306727
0,127,891.9329396189179,682.5896832001174,1,128.002576317367
0,128,767.2926495766881,533.6407350962464,2,152.4508310390357
0,129,146.26773758848208,451.9972958230443,3,185.7474149491668
0,130,524.4454929601866,630.2197714043829,4,88.58748118211165
0,131,472.0660447313728,481.1332781256159,5,200.32161895412972
0,132,1081.3706130647722,523.4731251474049,6,256.49537074556923
0,133,489.44443519402006,322.92793194837236,0,231.9748096646926
0,134,886.0024977709031,710.9917847351904,1,106.0903152052758
0,135,747.6232795320693,518.7870907181814,2,138.55523174305156
0,136,230.42072273378804,378.9537403774196,3,196.72198606305446
0,137,551.8846111339764,698.0162377564454,4,325.143376572489
0,138,392.9486494128809,446.5705904243615,5,135.50044638089906
0,139,1030.013444123591,619.129430304728,6,232.8176414031118
0,140,579.3143293304497,278.18816370697954,0,200.4777941853442
0,141,941.0207523702791,746.4001289137651,1,187.25942780021447
0,142,693.7937998687481,514.1989480450703,2,94.12955202934704
0,143,160.77644797539327,445.8854101501939,3,211.46229592944007
0,144,583.417758412319,695.6362569406962,4,228.92038319977846
0,145,357.0118731426532,460.45086366179305,5,222.10437357429777
0,146,1129.2813672075436,633.7813544745685,6,329.91189989949777
0,147,536.6076765827665,247.04645234776777,0,195.15352631505996
0,148,872.4322831183896,661.8080308682087,1,140.74700090938066
0,149,726.6116727493389,457.3567654936322,2,154.02670192048865
0,150,227.45529545536846,541.8663088631342,3,202.61356161118732
0,151,481.02432112225915,688.4580767370849,4,359.7491128620161
0,152,448.93603082234836,422.67240830301034,5,159.6999573921242
0,153,1082.130834826827,601.0845453486609,6,222.33247541083477
0,154,511.9760081097245,275.9550027952184,0,117.14318700642421
0,155,801.8347421952983,724.4692514635883,1,152.2152249118883
0,156,787.0443512080177,440.31827896399,2,272.6170338077688
0,157,242.3634655084275,442.18003175103826,3,206.28083720600424
0,158,457.7837229200059,684.3256757961819,4,24.453294825804356
0,159,380.2861705636299,311.2917434055876,5,234.60192173758483
0,160,1079.9453343597997,528.2361732499297,6,227.0684150521477
0,161,444.5853711052712,294.6892353251451,0,199.09128632916486
0,162,876.8068912878231,763.9795377454753,1,74.69388891486273
0,163,784.4521673507534,488.59390376131614,2,170.92413976036912
0,164,257.3813456966077,502.144327146627,3,162.81444333828662
0,165,490.6909478685585,665.5888239980981,4,1.9143039032309528
0,166,382.2069336702479,354.2718541307403,5,195.02882154106658
0,167,1078.3420919367102,692.4579542169088,6,195.05577652793633
0,168,524.4490392090903,284.2170401694117,0,142.97559062583397
0,169,919.611737115999,712.7310106701343,1,271.1198028197079
0,170,735.4454310432457,510.6797160742767,2,18.715307442015206
0,171,246.51648897792228,515.2152934670999,3,209.45673095515417
0,172,494.91784891743004,739.8806735020892,4,104.32463865202457
0,173,379.8849619790969,434.4709088633201,5,236.48993368596962
0,174,1050.1038851781097,616.3357249598121,6,216.49184630943998
0,175,454.0200400287956,240.20811141353494,0,210.7459548376493
0,176,993.6774810246632,748.3753196518751,1,54.40787927699529
0,177,694.1795816891012,482.6439965521048,2,125.94681502994847
0,178,204.62843277928286,477.17999361972124,3,241.3277602023487
0,179,528.9893060519942,678.018441338721,4,242.14792199228594
0,180,372.1233569423019,468.0266788467611,5,208.7494031850908
0,181,1149.7282800462815,486.711241773031,6,296.79490506840125
0,182,506.6865211286276,300.7478300516496,0,189.75263716358862
0,183,926.5735519091646,695.4199489002473,1,178.32306896854115
0,184,667.5637914946471,372.4729980293724,2,174.01526056671753
0,185,286.2061764862451,483.9449587975618,3,227.63754508659818
0,186,465.17159880882326,684.958096332414,4,50.07004140298521
0,187,389.7436505282202,319.3374104852088,5,190.444365674535
0,188,1032.234959293889,554.5885189285409,6,263.2331706063319
0,189,507.8858414688789,243.834002344391,0,256.51465931796366
0,190,888.142810575638,646.3924811590736,1,200.7279342966048
0,191,658.3907902932638,511.68577227511327,2,207.8007587795769
0,192,181.13975315386324,497.1778399964284,3,239.06857217057825
0,193,488.66722728812846,725.0846894294739,4,314.3441254041396
0,194,372.52872467933736,387.9996824047918,5,53.80129882095857
0,195,1071.1807248983503,522.0193416466849,6,295.6400581866536
0,196,530.527393435266,273.80010881687053,0,173.91847623100037
0,197,962.1534202297845,723.1381040107068,1,202.5671770254194
0,198,715.7684929430836,492.244216842069,2,161.50501368062262
0,199,249.22698700810662,474.6119348679395,3,206.4636549649625
0,200,524.5907737556342,679.9775701661536,4,318.7502917980769
0,201,391.34145159694543,364.5951457452095,5,208.20977139035455
0,202,1132.2131526062126,556.6254009768642,6,262.46048039387017
0,203,542.4078923427664,263.3349868980773,0,309.8200955783859
0,204,949.0879701358957,700.6409394591298,1,151.96134706020035
0,205,851.2734724335024,471.6353415918845,2,128.7794834844085
0,206,234.92582083917716,447.43511505820254,3,221.24960779998995
0,207,477.1441234960449,739.544903880364,4,40.358645825882284
0,208,409.92381834103304,400.6108251290609,5,17.540804803441674
0,209,1031.8640164832223,566.195101012848,6,224.9356865340756
0,210,559.8615183940497,277.33726781191746,0,335.3067523084043
0,211,949.3431646978286,612.0798313758111,1,216.17395573905705
0,212,829.2025525861703,437.5402978862913,2,175.3808491249513
0,213,270.44876221036645,425.49752772156245,3,192.69574774491645
0,214,548.4367272350024,695.8371467106571,4,325.38842320048883
0,215,405.01011259918795,390.463499470214,5,218.7574369503726
0,216,1073.569663176709,558.9660647173932,6,150.966017906429
0,217,599.8834700853497,241.1036426154268,0,205.86893041460786
0,218,837.581108716732,733.5955761376775,1,110.07350488234334
0,219,785.1270825776292,506.0727559693297,2,27.479328947433952
0,220,198.2836741053952,477.5686805954991,3,232.09265569171419
0,221,565.2655801215584,645.0493437238089,4,5.737734650960647
0,222,511.754514100694,379.20341216339705,5,235.9415241710309
0,223,1078.3366363460857,531.7853813510307,6,251.44030949540138
0,224,505.5945035962079,262.6391960754878,0,139.25371095136072
0,225,911.782420871686,734.2378728034291,1,125.61930925566602
0,226,762.6183870593536,481.27121165987484,2,185.81452211837194
0,227,264.69190815375475,535.1521710907343,3,64.55928041478704
0,228,484.66396150768963,725.3291385562254,4,78.73080815344268
0,229,458.819785833497,388.98338189883856,5,244.2114561414361
0,230,1038.2557483334024,587.3590768531064,6,227.37570170167848
0,231,555.8246805092797,296.2639624145185,0,185.14644041316708
0,232,914.73713659208,648.1962207552449,1,247.80321944951103
0,233,712.4155454471975,502.9284304350829,2,232.0968519199423
0,234,282.1091859099039,501.38364444295297,3,267.24643951289715
0,235,551.1236706503553,724.0639975907869,4,347.42716971698263
0,236,446.54157595087804,408.27317045447336,5,51.37920277907037
0,237,-1303.127019613666,-7.21402258274296,6,178.2751530000519
0,238,600.1307355742902,256.8903473107332,0,198.98184005024885
0,239,891.3013163229954,721.1865563182346,1,165.51869727585012
0,240,731.6905243043808,447.267843196496,2,169.61469551148815
0,241,245.90108620548415,496.7540257700409,3,137.11768667683842
0,242,453.14332572392834,653.0605738523308,4,306.17447863463485
0,243,456.4089339643262,338.03366401428417,5,247.1777041774042
0,244,1078.45260839909,587.6311752134027,6,72.17736730531641
0,245,503.2702595164028,213.8801561325864,0,165.17264594031332
0,246,901.5046751789266,661.839117248009,1,237.3435443593825
0,247,700.68552270754,460.9957988541099,2,159.32482068723118
0,248,205.14015715839022,514.2865322606702,3,186.48200053668856
0,249,618.5975288031884,659.3497009102219,4,42.6585463979877
0,250,404.5867448265843,411.88929924703126,5,203.81730911684664
0,251,1134.496590266081,610.4654593129957,6,235.91897086997787
0,252,552.3580573374346,288.7603408547004,0,209.35350523311533
0,253,971.3116236833114,625.7765166106464,1,227.00529750812058
0,254,707.9512184192995,499.4132908533497,2,79.20723123429889
0,255,285.71837594789895,500.8754408638971,3,224.92375004270053
0,256,535.7184786405085,729.0993619313516,4,54.110671546507184
0,257,492.7937300479435,421.38332704659683,5,231.1576892861887
0,258,1123.1505429063063,705.8301298841598,6,78.48360189331062
0,259,592.5799851623358,323.58780020649033,0,179.65344103157238
0,260,904.2993823337439,682.6742846534157,1,148.90716473852237
0,261,713.128684384666,562.5131192264441,2,161.19359276935558
0,262,232.53569868863235,513.2886273566497,3,165.66439933110132
0,263,504.1171446106819,655.3678856590107,4,14.546727453255667
0,264,431.6543543125947,323.4397942716471,5,180.8253662615073
0,265,1083.662329165941,663.385667683854,6,160.44282676488837
0,266,457.8459750703848,312.59091087277153,0,185.01089284673978
0,267,906.8747029274144,655.5878315245338,1,224.33350257832066
0,268,705.5150669650685,513.2029290656324,2,207.87803231290897
0,269,249.53608433692384,470.2915799945149,3,165.06053983365777
0,270,542.7384982264638,640.31300987098,4,317.7292454617849
0,271,491.39540823803856,450.03146628592987,5,324.3175172308175
0,272,1118.929922073639,540.5290825105117,6,326.1997527648969
0,273,505.88877421555827,237.83096497714652,0,175.52165439058268
0,274,966.9732597564691,676.4854762056808,1,111.54883748549257
0,275,650.9214942724816,525.0330643216298,2,203.8060336131931
0,276,200.69925898359205,424.8317680988366,3,170.57181622596343
0,277,499.84473519039216,717.790031139622,4,100.35658156559178
0,278,430.69623164548364,380.81874353500814,5,237.095178052594
0,279,1057.7755785519623,529.104256123821,6,280.16183014189323
0,280,420.0261304441271,284.14969965095446,0,206.5740157687404
0,281,831.2222942588226,699.3300021483608,1,101.61996433327253
0,282,690.1475647803359,459.86484783077486,2,153.0542613999987
0,283,216.12030401599185,480.85404408343635,3,195.97720530622954
0,284,396.54701615014653,682.3600390772259,4,25.348235521174477
0,285,393.1184628539964,416.35574970523635,5,211.31346340206252
0,286,1070.102753198358,612.6451285710102,6,261.3313631855115
0,287,446.7772146099575,273.98561220362006,0,206.51858478335484
0,288,984.2720942186216,634.4458491548886,1,218.45941646034234
0,289,703.5948004373316,489.5832676199551,2,250.701688370489
0,290,173.49412096201763,433.61560700423604,3,166.563176975203
0,291,512.4415688132373,675.5275355749595,4,336.8026984725844
0,292,525.0576494227435,426.48064321602754,5,61.12702219545651
0,293,1064.8298361117002,623.8693254163468,6,262.5027876082671
0,294,518.7106658867938,242.0743744786776,0,163.54147946781077
0,295,884.2831392637403,611.5756564695165,1,170.9439261121393
0,296,658.1428258612447,448.8560332497201,2,145.7281042117044
0,297,222.69513606737604,406.14011568567895,3,188.08611405766416
0,298,495.20674575602595,680.3640522579466,4,67.14088661931747
0,299,408.7400462828988,401.54788995152984,5,202.60492285389878
0,300,1127.7862165342633,505.26967102679333,6,249.90982719605995
0,301,472.8377838050939,263.1597581020758,0,134.59578867992946
0,302,954.3233302937745,651.7167285517412,1,189.79962555405945
0,303,705.3528865720979,525.9203232174926,2,184.0267478900014
0,304,159.32826502561832,504.9728986787895,3,247.24973795081942
0,305,516.2818042851036,702.6044318089291,4,30.252761886873976
0,306,523.2979489559559,516.1503037975643,5,217.2844604398975
0,307,1049.711044685923,580.4350577154346,6,234.07764717396367
0,308,537.1906917852228,262.85961024111515,0,201.53956128643782
0,309,1005.07144099357,682.1771905357887,1,211.37610748165193
0,310,761.061021391054,501.9367415209896,2,36.348287761870424
0,311,237.37474361379643,504.5509950431856,3,187.87137869087817
0,312,445.19367113524106,739.2925677871627,4,349.54216855881543
0,313,404.7241206218325,443.2801388886098,5,213.03936669552402
0,314,1050.3232966487494,653.0790419207882,6,225.3973913526472
0,315,454.6093212068248,272.54872701095644,0,177.14187447888816
0,316,909.9705829841627,680.6102628841013,1,146.76631874625352
0,317,691.4803144047728,479.0725386670827,2,160.4346703449091
0,318,255.48930490421412,440.8901012853589,3,214.62657691918338
0,319,541.174340709941,711.5924373219017,4,14.344215270279502
0,320,456.5390457189471,436.67928924555866,5,187.46000431598395
0,321,1104.0917194461763,575.9550846351169,6,237.781255877383
0,322,552.7900540232068,252.97266296849145,0,219.41360725743962
0,323,928.7254420433233,693.2565314907025,1,285.22644919212433
0,324,709.328723541336,527.0692050694312,2,177.0605680825805
0,325,180.64872517582444,458.40618003000816,3,199.37236889143554
0,326,545.2876019015283,700.2312944587777,4,43.845551988489106
0,327,502.7403698692435,443.3336937469558,5,233.6672577678633
0,328,1010.8665252848566,575.8890800357343,6,219.02088425436577
0,329,516.5978281436055,320.08424321642366,0,206.68471932262753
0,330,944.1479655552333,564.6492547027607,1,175.25705469617907
0,331,670.3116489641759,548.483891066306,2,183.9794890359279
0,332,342.88148561760875,523.7567779629886,3,191.5063387895438
0,333,554.6410957152566,729.9859152422521,4,290.9040827056508
0,334,428.0883766454636,367.75239054768855,5,91.53942569903559
0,335,1028.8637682942506,489.07167376305597,6,251.92998827544585
0,336,547.4207746729198,299.73041416013587,0,215.76702120120228
0,337,922.812995755189,658.8428330937932,1,253.6300194580215
0,338,667.732374548777,431.69115741027986,2,144.41330547643335
0,339,263.05116147275214,453.88910050841383,3,215.30879077358875
0,340,524.1604756820988,692.8963146023881,4,28.388906775806944
0,341,432.0140573410974,395.2766958762416,5,255.26225944373329
0,342,1136.937623257417,556.8257150820372,6,157.59462349189823
0,343,567.4362025310032,251.32437727947848,0,164.9885625891147
0,344,989.4847517161884,670.0869230924308,1,206.02619239940813
0,345,798.2107260907873,534.6501353480884,2,131.51648706980848
0,346,287.9248908035653,445.5042995281163,3,231.05348291558917
0,347,481.66157767350603,654.1126194607313,4,12.565009856413027
0,348,465.23338706570667,370.5909781398956,5,204.14221055572938
0,349,1093.4577062601822,575.0617355631393,6,155.50773413430042
0,350,589.1101858054595,298.6077483121108,0,145.08579906113167
0,351,951.2920047055555,695.670959742726,1,284.5568206332272
0,352,756.958832808029,462.9269449793471,2,252.26618371243194
0,353,152.83376600980552,475.8244122295201,3,220.95051005850664
0,354,442.53937834282317,650.6273666911122,4,238.53402377007188
0,355,430.7971833979927,526.7745690013037,5,197.12270333091442
0,356,1047.613294119958,541.7142831409302,6,265.6447584392675
0,357,565.9198057902659,287.49346400883576,0,214.8022472558756
0,358,941.254782117109,660.3447146988076,1,217.68817168795934
0,359,759.046778145878,434.66274228605675,2,171.64069367982032
0,360,155.18931748131675,461.3952145598361,3,198.4044251646347
0,361,487.8319040557318,688.7130096548874,4,336.16379809228954
0,362,406.44704974607794,468.2273443588045,5,54.28791878740197
0,363,1043.4596917736126,523.4619315143118,6,177.62402755002543
0,364,490.62668192680803,260.47933159476213,0,214.4722953753678
0,365,959.7620989736005,600.6943286527062,1,194.05919846744507
0,366,712.0054096041201,527.5876141963373,2,171.12221135890476
0,367,306.14659116436354,455.47009237631903,3,249.4746904604746
0,368,501.2728258685179,685.0989151080682,4,134.47876222561885
0,369,420.6153035222052,406.2748674416368,5,231.8799175143372
0,370,1038.6472263242238,626.8629785672018,6,263.44738050782405
0,371,676.3942120287451,313.2732321906679,0,3.8476404564372504
0,372,924.0619841068891,641.254004128861,1,227.56516610706674
0,373,724.4658423041313,544.4902345955037,2,172.49658121242908
0,374,198.38254681668755,489.79404137570066,3,222.12239027145293
0,375,410.607462270795,717.5297444604046,4,7.80314898078682
0,376,414.94006807352594,428.80512828464754,5,190.87953510874016
0,377,1061.7390088556126,570.4806772629074,6,120.09340747762629
0,378,541.5822498233593,279.18008512344727,0,311.64244619651674
0,379,950.5569953214236,655.465293045177,1,355.46426194558074
0,380,743.3223773462172,483.4118820583351,2,130.88666175179713
0,381,200.0649307070092,442.3983620324692,3,221.61184203783608
0,382,462.60394629719536,704.087195015492,4,123.03257655107467
0,383,467.37940041050405,503.67121880280877,5,215.32429042634107
0,384,1025.2960327159258,688.0599455099305,6,159.7083722942986
0,385,622.8186182483951,296.58955831337056,0,207.83772159800154
0,386,878.0854820374857,635.4230541145898,1,185.21726853045766
0,387,784.148316138115,421.7367191392879,2,204.18478329317097
0,388,175.97324478627675,533.0231061626389,3,236.36861821020761
0,389,378.08412187577477,622.1540981743399,4,82.44214449807183
0,390,369.78250723428437,357.29903807989524,5,249.71041766243252
0,391,1079.4495403429378,624.8307870543149,6,179.98319132870955
0,392,553.5560241851553,268.3136193692413,0,137.36716444736476
0,393,931.5094605515283,683.9775978815533,1,294.45683626427285
0,394,727.4135205137513,393.5477203238608,2,219.36753304963466
0,395,188.94295836889893,438.74918651200136,3,226.8747474399477
0,396,519.4162160266735,710.3742277918017,4,47.28348307238825
0,397,428.58988883542764,457.89206224190485,5,214.36495550464488
0,398,1082.4463872382876,554.4570453558592,6,259.04749240205547
0,399,515.3690395158935,219.51762961826938,0,167.63842812370075
0,400,900.7303091069115,612.0801197962755,1,185.66998840685676
0,401,744.1617849990625,413.97276919074494,2,192.48813937924547
0,402,296.9340399577463,498.41683118483104,3,199.29909015275462
0,403,454.38315178945794,699.009762918252,4,293.41480607839
0,404,406.3191350860891,392.6946494311011,5,151.8918413720204
0,405,1079.6364625035646,545.6112992210866,6,289.1180514382962
0,406,510.0660649453888,240.01988756293514,0,195.47748474120777
0,407,937.3483131865564,649.4528088889837,1,243.0395014870517
0,408,750.7662555347712,495.0159934963391,2,156.6528454651331
0,409,259.2236892765304,574.703472722958,3,114.4414088361026
0,410,482.69958786418715,742.3097392603518,4,332.25083284217413
0,411,412.55720726278435,355.3106552359687,5,256.0172083164908
0,412,1056.034034499856,557.9084395221123,6,244.75899660856447
0,413,530.6482346592556,265.74826764819346,0,165.82444072684797
0,414,885.9197306671812,634.24736741348,1,179.42544124291658
0,415,718.8463578531172,476.1045699780066,2,201.50988380429612
0,416,268.4999890521073,557.444876742071,3,188.87502495132284
0,417,500.97924438405437,673.0385108763262,4,198.24672068310645
0,418,388.6247992438858,381.7962377451598,5,209.76303326068512
0,419,1092.1531137862205,622.796435613659,6,194.84741878404182
0,420,576.6737303837705,228.019569527011,0,189.25023941005512
0,421,860.4916302674783,745.3518364611008,1,113.29915330172206
0,422,731.1309108679701,498.90944483088356,2,219.04499601630175
0,423,286.63453763286407,445.68761833284185,3,252.24006793179586
0,424,512.126859473306,699.5162029800099,4,22.18007414650513
0,425,425.36500967179103,392.5171423118514,5,5.434338386719169
0,426,1148.2963436746086,587.2332887672057,6,130.70083542262103
0,427,549.3994153596943,281.5719824726489,0,211.67366250832643
0,428,831.8896260129859,668.7256176516609,1,147.80054988515326
0,429,668.5760638366984,524.6580753478856,2,189.45311942868184
0,430,203.08223023756605,496.1693389397269,3,227.47442640506551
0,431,454.9353320860515,668.5852995710064,4,309.6883975665752
0,432,451.0744921339793,369.18770071615415,5,213.63402249137962
0,433,1109.5883442087008,468.94701303685173,6,227.7638120591639
0,434,546.5379172967091,271.6116089439118,0,166.48962712506062
0,435,914.8631241567645,656.0721710348737,1,255.4229332101528
0,436,708.5083618084108,471.6998355279379,2,181.69344678278864
0,437,203.3694508554265,438.19452946394205,3,244.79054015915824
0,438,518.8399057011019,706.5891519399586,4,353.6893701456058
0,439,451.87950519087843,403.63846007100295,5,221.2280184897855
0,440,1116.5362038322746,589.3388678266559,6,190.8035456241748
0,441,563.994527276691,312.8760408326926,0,296.02552308799454
0,442,880.9810092357694,587.1254990750335,1,341.89988584389835
0,443,745.4171151379959,558.1076426564244,2,111.66336164428635
0,444,245.46862077824375,407.4939699350231,3,204.47159275659365
0,445,591.1222015482504,728.2468121557589,4,21.715768762053422
0,446,456.50558871341275,383.143154044088,5,217.00991007696464
0,447,1043.6361606762282,597.5801262410037,6,217.63425140876902
0,448,536.8940042509395,243.28794651997174,0,118.99078166019805
0,449,933.1722948731373,662.2092461233925,1,211.63077244481818
0,450,680.5613989585147,388.519065632957,2,173.0095593391822
0,451,201.15028847946363,453.83655437588146,3,357.4091607491459
0,452,542.7824884349684,737.8410242956894,4,340.0983730661121
0,453,415.15872550302225,414.74867981491815,5,230.2573941209784
0,454,1079.6912033685653,487.0352777033081,6,248.63305249017054
0,455,530.1679952928275,228.2483164972879,0,160.69853635571388
0,456,939.9111135319215,698.92698750501,1,182.62429064613258
0,457,670.4672362869914,482.43606662554953,2,125.83443600430466
0,458,211.91006405872218,452.9838218922611,3,245.23932698688736
0,459,515.4657619302814,662.6422618624136,4,354.3133552905522
0,460,422.4739672742541,358.1624294019204,5,197.05428228470285
0,461,1057.23137304681,576.6820569307947,6,214.29551456243948
0,462,458.81228094847955,297.3273824759182,0,182.26377370041106
0,463,858.2293535553526,714.2475792463734,1,55.08574629671444
0,464,735.9623827022901,463.3035663036782,2,169.1305813251445
0,465,213.27801425637222,465.05072607524585,3,224.75403139608792
