_temporary_index_column,time,animal_id,x,y,distance,average_speed,average_acceleration,direction,stopped
96,20,511,370.97,428.09,0.09486832980509093,0.11915811438166915,-5.6304264060830224e-05,-71.56505117706713,1
97,20,607,389.74,405.58,0.15231546211731878,0.08454305393485458,0.0008523342279230989,-66.80140948635743,1
98,20,811,445.84,421.84,0.5003998401278714,0.5993640050145805,-5.959715919012787e-05,87.70938995736356,0
99,20,905,365.22,451.2,0.07211102550926149,0.07715790142625352,0.0001825937743789155,-123.69006752595475,1
100,21,312,406.17,414.62,0.14422205101858607,0.16966967756542245,-0.00017023103947365337,-56.30993247400769,1
101,21,511,371.04,427.94,0.165529453572445,0.12400635982819204,0.0004848245446522889,-64.98310652189879,1
102,21,607,389.8,405.44,0.15231546211726651,0.09345004482624483,0.0008906990891390257,-66.801409486349,1
103,21,811,445.81,422.25,0.41109609582191226,0.5819244899235557,-0.0017439515091024816,94.18491612511437,0
104,21,905,365.31,451.15,0.10295630140985366,0.08345353156724253,0.0006295630140989008,-29.054604099089435,1
105,22,312,406.28,414.5,0.1627882059609712,0.1644078389329811,-0.000526183863244134,-47.48955292201145,1
106,22,511,371.08,427.86,0.08944271909996108,0.12086758576459422,-0.0003138774063597818,-63.43494882293829,1
107,22,607,389.91,405.42,0.11180339887499965,0.09953136520015107,0.0006081320373906241,-10.30484646875561,1
108,22,811,445.75,422.69,0.4440720662234884,0.565916466677933,-0.0016008023245622672,97.76516601842566,0
109,22,905,365.39,451.13,0.08246211251233336,0.08537518749813947,0.00019216559308969373,-14.0362434679169,1
110,23,312,406.45,414.36,0.22022715545545601,0.17370263241716838,0.0009294793484187269,-39.47245984833846,1
111,23,511,371.11,427.81,0.05830951894847796,0.1174789932021452,-0.00033885925624490274,-59.036243467907326,1
112,23,607,389.98,405.34,0.10630145812737281,0.1020992532645908,0.0002567888064439722,-48.81407483430765,1
113,23,811,445.6,423.07,0.40853396431629735,0.53704899105535,-0.002886747562258307,111.54097591853572,0
114,23,905,365.44,451.13,0.05000000000001137,0.08527616798454576,-9.90195135937011e-06,0.0,1
115,24,312,406.58,414.26,0.1640121946685775,0.17710385188403052,0.0003401219466862143,-37.56859202883476,1
116,24,511,371.16,427.73,0.09433981132055856,0.11487137975541166,-0.00026076134467335337,-57.99461679190552,1
117,24,607,390.03,405.25,0.10295630140982605,0.10739488340557453,0.0005295630140983734,-60.945395900938216,1
118,24,811,445.38,423.32,0.33301651610695227,0.5086659606128775,-0.0028383030442472477,131.34777721969718,0
119,24,905,365.5,451.18,0.07810249675907557,0.08708641766045308,0.0001810249675907316,39.80557109227053,1
120,25,312,406.69,414.14,0.16278820596100962,0.1712467288589496,-0.000585712302508093,-47.4895529219967,1
121,25,511,371.18,427.67,0.06324555320336399,0.10979418082475609,-0.0005077198930655572,-71.56505117709428,1
122,25,607,390.05,405.16,0.09219544457291284,0.1134521502026949,0.0006057266797120375,-77.47119229082168,1
123,25,811,445.15,423.67,0.4188078318274675,0.4889350565926248,-0.0019730904020252684,123.31063082456117,1
124,25,905,365.57,451.18,0.06999999999999318,0.08602415991215484,-0.00010622577482982398,0.0,1
125,26,312,406.75,414.01,0.14317821063276037,0.16720699017154378,-0.0004039738687405814,-65.2248594311665,1
126,26,511,371.23,427.62,0.07071067811867082,0.10297280464717332,-0.0006821376177582772,-45.0,1
127,26,607,390.04,405.08,0.08062257748302498,0.11297040420568231,-4.8174599701258924e-05,-97.12501634889178,1
128,26,811,444.86,424.02,0.454532727094491,0.4673584852026023,-0.00215765713900225,129.64417495714403,1
129,26,905,365.64,451.18,0.06999999999999318,0.0847779486609153,-0.000124621125123954,0.0,1
130,27,312,406.77,413.91,0.10198039027181868,0.1581696451370514,-0.0009037345034492384,-78.69006752598605,1
131,27,511,371.25,427.6,0.028284271247436175,0.09158856136836198,-0.0011384243278811338,-45.0,1
132,27,607,390.0,405.02,0.07211102550929303,0.11479634194947672,0.00018259377437944007,-123.69006752599232,1
133,27,811,444.54,424.42,0.5122499389946503,0.45158347910206575,-0.001577500610053656,128.65980825408712,1
134,27,905,365.71,451.18,0.06999999999999318,0.08229111568041272,-0.00024868329805025763,0.0,1
135,28,312,406.69,413.78,0.15264337522477367,0.155076422908842,-0.00030932222282094025,-121.60750224623352,1
136,28,511,371.29,427.61,0.04123105625619425,0.08225804294690767,-0.0009330518421454311,14.03624346790732,1
137,28,607,390.0,405.0,0.01999999999998181,0.10337993408447566,-0.0011416407865001061,-90.0,1
138,28,811,444.25,424.75,0.43931765272977746,0.44834533871476373,-0.00032381403873020244,131.3086140135521,1
139,28,905,365.77,451.22,0.07211102550929303,0.07677429616997966,-0.0005516819510433063,33.69006752599232,1
140,29,312,406.68,413.62,0.16031219541878164,0.15721519846127027,0.0002138775552428279,-93.57633437499481,1
141,29,511,371.28,427.69,0.08062257748297563,0.07865839690551743,-0.00035996460413902364,97.12501634893687,1
142,29,607,390.0,404.97,0.029999999999972715,0.09206211302119689,-0.0011317821063278762,-90.0,1
143,29,811,443.99,425.04,0.38948684188301813,0.43115134751259243,-0.00171939912021713,131.8778695378813,1
144,29,905,365.82,451.22,0.05000000000001137,0.07177429616998193,-0.0004999999999997729,0.0,1
145,30,312,406.72,413.45,0.17464249196575,0.15867944765784844,0.0001464249196578171,-76.75948008480745,1
146,30,511,371.25,427.7,0.03162277660165503,0.07233384158517384,-0.0006324555320343595,161.565051177078,1
147,30,607,390.0,404.92,0.05000000000001137,0.08183056680946614,-0.0010231546211730753,-90.0,1
148,30,811,443.71,425.38,0.4404543109109043,0.4251567945908957,-0.0005994552921696706,129.47245984834885,1
149,30,905,365.81,451.2,0.022360679775028404,0.06679926159655862,-0.0004975034573423312,-116.56505117701285,1
150,31,312,406.73,413.3,0.15033296378370578,0.15929053893436043,6.11091276511988e-05,-86.18592516571253,1
151,31,511,371.28,427.67,0.04242640687115427,0.06002353691504477,-0.0012310304670129064,-45.0,1
152,31,607,390.0,404.86,0.060000000000002274,0.07259902059773972,-0.0009231546211726421,-90.0,1
153,31,811,443.41,425.71,0.4459820624195128,0.4286453912506558,0.000348859665976009,132.2736890060908,1
154,31,905,365.85,451.16,0.05656854249491255,0.06216048570506451,-0.00046387758914941124,-44.999999999959286,1
155,32,312,406.72,413.13,0.17029386365927937,0.16004110470419125,7.505657698308189e-05,-93.36646066342644,1
156,32,511,371.39,427.63,0.11704699910721605,0.06278396491577028,0.0002760428000725505,-19.98310652190711,1
157,32,607,390.04,404.71,0.15524174696263845,0.0769428554065036,0.000434383480876388,-75.0685828218584,1
158,32,811,443.08,426.03,0.45967379738247277,0.4302055643665542,0.00015601731158984,135.8814039965863,1
159,32,905,365.86,451.09,0.07071067811870299,0.06098534226570147,-0.00011751434393630355,-81.86989764585705,1
160,33,312,406.63,412.96,0.1923538406167424,0.1572537732203199,-0.0002787331483871364,-117.89727103095379,1
161,33,511,371.54,427.52,0.18601075237741832,0.07555408825866432,0.001277012334289404,-36.25383773744197,1
162,33,607,390.05,404.59,0.12041594578792672,0.07835430417255898,0.00014114487660553816,-85.23635830927832,1
163,33,811,442.77,426.35,0.4455333881989468,0.4339055067548192,0.00036999423882649873,134.0906195507966,1
164,33,905,365.91,451.01,0.09433981132055856,0.06541932339775619,0.0004433981132054718,-57.99461679190552,1
165,34,312,406.56,412.77,0.20248456731316136,0.16110101048477826,0.0003847237264458375,-110.2248594311665,1
166,34,511,371.64,427.44,0.1280624847486204,0.0789263556014705,0.00033722673428061845,-38.65980825409407,1
167,34,607,390.03,404.49,0.10198039027182984,0.07825671305875936,-9.75911137996166e-06,-101.30993247404527,1
168,34,811,442.5,426.64,0.39623225512314,0.44022708065643795,0.0006321573901618749,132.95459151111444,1
169,34,905,365.91,450.93,0.07999999999998408,0.06560907372184704,1.8975032409085378e-05,-90.0,1
170,35,312,406.61,412.65,0.13000000000000855,0.15782218988867816,-0.00032788205961001017,-67.38013505195572,1
171,35,511,371.67,427.37,0.07615773105864446,0.08021757338699854,0.00012912177855280426,-66.80140948632936,1
172,35,607,389.98,404.41,0.09433981132052845,0.07847114973352093,2.1443667476156447e-05,-122.0053832080652,1
173,35,811,442.29,426.84,0.28999999999997733,0.4273462974736889,-0.0012880783182749045,136.39718102729523,1
174,35,905,365.95,450.84,0.09848857801797536,0.06845793152364527,0.00028488578017982213,-66.03751102544868,1
175,36,312,406.63,412.61,0.04472135954995512,0.14797650478039764,-0.0009845685108280516,-63.43494882292201,1
176,36,511,371.68,427.37,0.009999999999990905,0.07414650557513056,-0.0006071067811867989,0.0,1
177,36,607,389.91,404.37,0.08062257748298973,0.0784711497335174,-3.524958103184872e-16,-150.25511870304277,1
178,36,811,442.04,427.22,0.45486261662181005,0.4273792864264208,3.2988952731904943e-06,123.34070734647338,1
179,36,905,365.98,450.75,0.094868329805037,0.07094476450414965,0.00024868329805043804,-71.56505117705628,1
180,37,312,406.7,412.63,0.07280109889279363,0.14505857564249514,-0.00029179291379025085,15.945395900910565,1
181,37,511,371.68,427.36,0.009999999999990905,0.07231807845038603,-0.00018284271247445276,-90.0,1
182,37,607,389.84,404.28,0.11401754250996964,0.08266180143358506,0.00041906517000676603,-127.87498365110824,1
183,37,811,441.74,427.57,0.4609772228646259,0.42225201481341834,-0.0005127271613002471,130.6012946450083,1
184,37,905,366.04,450.63,0.13416407864999247,0.07736117236914958,0.0006416407864999931,-63.43494882292201,1
185,38,312,406.73,412.66,0.042426406871234654,0.13403687880714124,-0.0011021696835353894,45.0,1
186,38,511,371.7,427.33,0.0360555127546544,0.07180052410023204,-5.1755435015399254e-05,-56.30993247407032,1
187,38,607,389.79,404.2,0.09433981132052845,0.09009578256563974,0.0007433981132054679,-122.0053832080652,1
188,38,811,441.43,427.93,0.4750789408087999,0.42582814362132054,0.00035761288079022016,130.73210669970834,1
189,38,905,366.08,450.56,0.08062257748296152,0.07821232756651643,8.511551973668513e-05,-60.25511870307782,1
190,39,312,406.77,412.64,0.04472135954998054,0.12247779522026112,-0.0011559083586880126,-26.565051177143125,1
191,39,511,371.75,427.27,0.07810249675907557,0.07154851602784203,-2.5200807239000866e-05,-50.19442890772947,1
192,39,607,389.71,404.14,0.1000000000000341,0.09709578256564588,0.000700000000000614,-143.13010235416903,1
193,39,811,441.2,428.28,0.41880783182742,0.4287602426157607,0.0002932098994440135,123.31063082456545,1
194,39,905,366.1,450.54,0.02828427124747637,0.07604075469126292,-0.00021715728752535053,-44.99999999991858,1
195,40,312,406.8,412.62,0.0360555127546544,0.10861909729915156,-0.0013858697921109552,-33.690067525929685,1
196,40,511,371.74,427.24,0.03162277660165503,0.07154851602784203,0.0,-108.43494882292202,1
197,40,607,389.6,404.09,0.1208304597359111,0.10417882853923585,0.0007083045973589969,-155.55604521957008,1
198,40,811,441.0,428.51,0.3047950130825697,0.4151943128329273,-0.0013565929782833387,131.00908690156635,1
199,40,905,366.15,450.52,0.053851648071317176,0.0791898515208918,0.00031490968296288697,-21.801409486407966,1
200,41,312,406.87,412.6,0.07280109889279363,0.10086591081006033,-0.0007753186489091235,-15.945395900910565,1
201,41,511,371.68,427.25,0.06082762530298294,0.07338863787102488,0.0001840121843182857,170.53767779198319,1
202,41,607,389.48,404.07,0.12165525060596588,0.11034435359983222,0.0006165525060596366,-170.53767779198319,1
203,41,811,440.92,428.7,0.20615528128087476,0.39121163471906345,-0.0023982678113863842,112.83365417791371,1
204,41,905,366.11,450.58,0.07211102550926149,0.08074409982232669,0.0001554248301434899,123.69006752595475,1
205,42,312,406.84,412.64,0.04999999999998864,0.08883652444413127,-0.0012029386365929053,126.86989764589613,1
206,42,511,371.6,427.33,0.1131370849898251,0.07299764645928579,-3.909914117390945e-05,135.0,1
207,42,607,389.35,404.08,0.13038404810404775,0.10785858371397314,-0.00024857698858590793,175.60129464500832,1
208,42,811,440.95,428.83,0.13341664064125278,0.3585859190449414,-0.0032625715674122037,77.00538320809447,1
209,42,905,366.06,450.73,0.15811388300845491,0.08948442031130188,0.0008740320488975189,108.43494882292202,1
210,43,312,406.89,412.65,0.05099019513593721,0.07470015989605075,-0.0014136364548080523,11.309932474007686,1
211,43,511,371.49,427.42,0.14212670403554967,0.06860924162509892,-0.0004388404834186871,140.7105931374932,1
212,43,607,389.22,404.12,0.1360147050873561,0.10941845964391608,0.00015598759299429444,162.89727103093884,1
213,43,811,440.9,429.01,0.18681541692270368,0.3327141219173171,-0.002587179712762433,105.52411099675706,1
214,43,905,365.99,450.86,0.14764823060232676,0.0948152622394787,0.0005330841928176816,118.3007557660049,1
215,44,312,406.96,412.61,0.08062257748296152,0.06251396091303077,-0.001218619898301998,-29.744881296922184,1
216,44,511,371.44,427.44,0.05385164807134884,0.06118815795737176,-0.000742108366772716,158.19859051367067,1
217,44,607,389.11,404.12,0.11000000000001364,0.11022042061673445,8.019609728183718e-05,180.0,1
218,44,811,440.84,429.09,0.09999999999998863,0.303090896405002,-0.002962322551231511,126.86989764585053,1
219,44,905,365.88,451.05,0.21954498400100633,0.10876976063958092,0.0013954498400102224,120.06858282186585,1
220,45,312,406.98,412.57,0.044721359550031384,0.05398609686803305,-0.0008527864044997717,-63.43494882288944,1
221,45,511,371.48,427.42,0.04472135955000596,0.05804452080650792,-0.000314363715086384,-26.56505117704542,1
222,45,607,389.03,404.12,0.08000000000004093,0.10878643948468569,-0.00014339811320487618,180.0,1
223,45,811,440.82,429.32,0.23086792761232044,0.2971776891662362,-0.0005913207238765761,94.9697407281054,1
224,45,905,365.87,451.22,0.17029386365927937,0.11595028920371134,0.0007180528564130415,93.36646066342644,1
225,46,312,406.98,412.43,0.13999999999998636,0.06351396091303617,0.0009527864045003117,-90.0,1
226,46,511,371.57,427.37,0.10295630140985366,0.0673401509474942,0.0009295630140986278,-29.054604099089435,1
227,46,607,388.99,404.12,0.03999999999996362,0.10472418173638309,-0.00040622577483026003,180.0,1
228,46,811,440.8,429.41,0.092195444572956,0.2609109719613508,-0.003626671720488539,102.52880770913619,1
229,46,905,365.84,451.37,0.15297058540776703,0.12176051476398433,0.0005810225560272997,101.30993247403273,1
230,47,312,406.95,412.23,0.20223748416155998,0.0764575994399128,0.0012943638526876633,-98.53076560995689,1
231,47,511,371.65,427.29,0.1131370849898251,0.07765385944647761,0.0010313708498983416,-45.0,1
232,47,607,388.91,404.12,0.07999999999998408,0.10132242748538453,-0.0003401754250998562,180.0,1
233,47,811,440.72,429.73,0.32984845004940233,0.24779809467982847,-0.0013112877281522355,104.0362434679241,1
234,47,905,365.79,451.47,0.11180339887498948,0.11952444678648404,-0.00022360679775002972,116.56505117705194,1
235,48,312,406.98,411.99,0.24186773244896917,0.09640173199768626,0.0019944132557773455,-82.87498365109153,1
236,48,511,371.62,427.26,0.042426406871194464,0.07829094885813162,6.370894116540099e-05,-134.99999999994571,1
237,48,607,388.84,404.16,0.08062257748303908,0.0999507041016356,-0.0001371723383748927,150.25511870306278,1
238,48,811,440.67,430.0,0.2745906043549038,0.22774926103443885,-0.002004883364538962,100.49147701233461,1
239,48,905,365.78,451.54,0.07071067811865475,0.11853325685005338,-9.911899364306587e-05,98.13010235419506,1
240,49,312,406.97,411.8,0.19026297590440172,0.11095589363312838,0.0014554161635442126,-93.01278750418064,1
241,49,511,371.61,427.25,0.014142135623718088,0.07189491274459589,-0.000639603611353573,-135.0,1
242,49,607,388.8,404.17,0.041231056256139105,0.0940738097272461,-0.0005876894374389499,165.96375653207352,1
243,49,811,440.64,430.29,0.2915475947422884,0.21502323732592568,-0.0012726023708513167,95.90614111377587,1
244,49,905,365.9,451.56,0.12165525060596588,0.1278703547859023,0.0009337097935848929,9.462322208016815,1
245,50,312,406.93,411.64,0.16492422502473567,0.1238427648601365,0.0012886871227008115,-104.03624346793127,1
246,50,511,371.67,427.25,0.060000000000002274,0.07473263508443061,0.00028377223398347166,0.0,1
247,50,607,388.78,404.14,0.03605551275468593,0.08559631502912358,-0.000847749469812252,-123.69006752600484,1
248,50,811,440.57,430.71,0.42579337712083387,0.2271230737297521,0.0012099836403826419,99.46232220802563,1
249,50,905,366.05,451.58,0.15132745950424695,0.1376179359291953,0.0009747581143292993,7.594643368582911,1
250,51,312,406.97,411.51,0.1360147050873561,0.13016412547959275,0.0006321360619456248,-72.89727103093882,1
251,51,511,371.77,427.19,0.11661903789687794,0.08031177634382011,0.0005579141259389505,-30.963756532083103,1
252,51,607,388.78,404.1,0.03999999999996362,0.07743078996852334,-0.000816552506060024,-90.0,1
253,51,811,440.49,431.11,0.40792156108745314,0.24729970171040988,0.002017662798065778,101.30993247401709,1
254,51,905,366.21,451.5,0.1788854381999476,0.1482953771982639,0.0010677441269068611,-26.56505117707799,1
255,52,312,407.03,411.36,0.16155494421399375,0.14131961990099326,0.0011155494421400513,-68.19859051366316,1
256,52,511,371.9,427.12,0.14764823060232676,0.08376289090507029,0.00034511145612501764,-28.300755766004887,1
257,52,607,388.82,404.03,0.08062257748303908,0.07245464290642249,-0.0004976147062100853,-60.255118703062784,1
258,52,811,440.41,431.63,0.5261178575186158,0.2865698233981462,0.00392701216877363,98.7461622625538,1
259,52,905,366.42,451.37,0.24698178070459792,0.1571821669678782,0.0008886789769614295,-31.759480084807457,1
260,53,312,407.12,411.24,0.15000000000002273,0.15122060038740182,0.0009900980486408557,-53.1301023541473,1
261,53,511,371.97,427.03,0.11401754250996964,0.08095197475251228,-0.00028109161525580043,-52.12501634889178,1
262,53,607,388.82,403.95,0.07999999999998408,0.06685317239768529,-0.0005601470508737203,-90.0,1
263,53,811,440.4,432.09,0.4601086828130742,0.3138991499871832,0.002732932658903703,91.24536426677436,1
264,53,905,366.66,451.23,0.2778488797889971,0.17020223188654524,0.0013020064918667028,-30.25643716352589,1
265,54,312,407.19,411.15,0.11401754250993473,0.15456009689009914,0.00033394965026973253,-52.12501634891432,1
266,54,511,372.01,427.01,0.04472135954995512,0.08003894590037292,-9.130288521393693e-05,-26.56505117707799,1
267,54,607,388.82,403.87,0.07999999999998408,0.06385317239768233,-0.00030000000000029585,-90.0,1
268,54,811,440.48,432.41,0.32984845004947133,0.3368839949921315,0.0022984845004948296,75.96375653206873,1
269,54,905,366.92,451.09,0.2952964612046805,0.17777737960691264,0.0007575147720367409,-28.300755766014596,1
270,55,312,407.3,411.15,0.11000000000001364,0.1610879609350974,0.000652786404499825,0.0,1
271,55,511,372.1,427.02,0.09055385138140479,0.08462219508351279,0.0004583249183139876,6.340191745901966,1
272,55,607,388.82,403.82,0.05000000000001137,0.06085317239767938,-0.00030000000000029515,-90.0,1
273,55,811,440.57,432.73,0.33241540277187986,0.3470387425080874,0.0010154747515955908,74.29136217098808,1
274,55,905,367.08,451.01,0.1788854381999476,0.17863653706097946,8.591574540668112e-05,-26.56505117707799,1
275,56,312,407.37,411.18,0.07615773105864446,0.15470373404096321,-0.0006384226894134177,23.198590513670652,1
276,56,511,372.19,427.06,0.0984885780179465,0.08417542274432208,-4.4677233919071524e-05,23.962488974594972,1
277,56,607,388.82,403.78,0.040000000000020464,0.06085317239768506,5.68295410730002e-16,-90.0,1
